City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
698,Avera,US,33.194,-82.5271,71.55,75,1,8.72,clear sky
699,Miandrivazo,MG,-19.5167,45.4667,92.82,20,16,1.99,few clouds
700,Tabuk,PH,17.4189,121.4443,74.61,95,100,3.31,heavy intensity rain
701,Rio Branco,BR,-9.9747,-67.81,84.81,61,96,10.36,overcast clouds
702,Toora-Khem,RU,52.4675,96.11,43.57,69,6,1.54,clear sky
703,Barra,BR,-11.0894,-43.1417,84.34,45,3,11.59,clear sky
704,Iralaya,HN,15.0,-83.2333,80.67,82,96,3.69,overcast clouds
705,Dalvik,IS,65.9702,-18.5286,55.33,65,67,2.13,broken clouds
706,Wynyard,AU,-41.0,145.7167,47.95,82,43,7.27,scattered clouds
707,Bradut,RO,46.1333,25.6167,54.25,82,97,16.73,overcast clouds
708,Carutapera,BR,-1.195,-46.02,85.3,62,100,9.51,overcast clouds
709,Tromso,NO,69.6496,18.957,50.38,71,100,16.11,overcast clouds
710,Sur,OM,22.5667,59.5289,90.19,59,0,4.63,clear sky
711,Leshan,CN,29.5623,103.7639,74.01,90,69,3.33,broken clouds
712,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,65,75,6.91,broken clouds
713,Iranshahr,IR,27.2025,60.6848,104.34,14,40,9.22,scattered clouds
714,Forrest City,US,35.0081,-90.7898,70.52,62,0,5.68,clear sky
715,Mangai,CD,-4.05,19.5333,69.33,96,100,2.53,light rain
716,Jinan,CN,36.6683,116.9972,70.14,54,100,9.37,overcast clouds
717,Redwater,US,33.3582,-94.2544,73.69,87,0,3.65,clear sky
718,Puerto Princesa,PH,9.7392,118.7353,79.48,86,100,3.18,overcast clouds
719,Lambarene,GA,-0.7001,10.2406,82.42,74,100,6.46,overcast clouds
720,Voskresenskoye,RU,56.8381,45.4317,54.21,80,100,7.61,overcast clouds
721,Darab,IR,28.7519,54.5444,92.55,14,9,17.29,clear sky
